EID	massfeature_rows	str_row_ion	compounds	compound_names
E1030	row1443	row1443_M+H[1+]	CE5320;CE5308	3-oxo-6(S)-hydroxy-tetradec-8Z-enoate$3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate
E1032	row205	row205_M-H2O+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E1033	row1640;row868	row1640_M+H[1+];row868_M[1+]	CE5319;CE5307	3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate$3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate
E1034	row1657	row1657_M+Na[1+]	CE5317;CE5305	3(S),6(S)-dihydroxy-tetradec-8Z-enoate$3(S),6(R)-dihydroxy-tetradec-8Z-enoate
E1037	row1845	row1845_M+Na[1+]	CE5317;CE5305	3(S),6(S)-dihydroxy-tetradec-8Z-enoate$3(S),6(R)-dihydroxy-tetradec-8Z-enoate
E1042	row977	row977_M-H2O+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E1048	row1020;row105;row1121;row1893;row85	row1020_M-CO+H[1+];row105_M+H[1+];row1121_M-HCOOH+H[1+];row1893_M-H2O+H[1+];row85_M(C13)+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E1056	row281	row281_M+H[1+]	C05828	Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate
E1060	row930	row930_M+H[1+]	C16576;C01516	Norcodeine; N-Desmethylcodeine$Morphine
E1062	row409	row409_M+H[1+]	CE6232;CE0955;CE5945	prostaglandin G1$$10,11-dihydro-20-dihydroxy-LTB4
E1064	row405;row785	row405_M-CO2+H[1+];row785_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E1068	row602	row602_M-H2O+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E1070	row1647;row1766	row1647_M[1+];row1766_M+H[1+]	C13747;CE5541;C07480	1,7-Dimethylxanthine; Paraxanthine$adrenochrome o-semiquinone$
E1071	row618	row618_M+Na[1+]	CE5976;CE2054	12-oxo-10,11-dihydro-20-COOH-LTB4$20-carboxy-leukotriene-B4
E1074	row1569;row1653;row1788;row477;row521	row1569_M-CO2+H[1+];row1653_M-NH3+H[1+];row1788_M-H4O2+H[1+];row477_M+H[1+];row521_M-CO+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E1079	row242;row369	row242_M+H[1+];row369_M(C13)+H[1+]	C00486	Bilirubin
E1085	row270	row270_M-H2O+H[1+]	C00695	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid
E1087	row1214	row1214_M+H[1+]	C02714	N-Acetylputrescine
E1089	row1012;row1084;row1441;row178	row1012_M-CO2+H[1+];row1084_M-H4O2+H[1+];row1441_M-H2O+H[1+];row178_M-NH3+H[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E1104	row52	row52_M+H[1+]	C04282;C04281;C02238;C01879	1-Pyrroline-4-hydroxy-2-carboxylate$L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$5-Oxo-L-proline$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
E1105	row1198;row1294;row1545;row1707	row1198_M-HCOOH+H[1+];row1294_M-C3H4O2+H[1+];row1545_M-H4O2+H[1+];row1707_M-H2O+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E1111	row329	row329_M+H[1+]	CE1944	1-pyrroline
E1114	row602	row602_M+H[1+]	C04282;C04281;C02238;C01879	1-Pyrroline-4-hydroxy-2-carboxylate$L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$5-Oxo-L-proline$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
E1116	row643	row643_M-H2O+H[1+]	C05844	5-L-Glutamyl-taurine; 5-Glutamyl-taurine
E1125	row1239	row1239_M+Na[1+]	C00390	Ubiquinol; QH2; CoQH2
E1128	row264	row264_M-H2O+H[1+]	C00791	
E1129	row1379;row421;row480;row719	row1379_M+Na[1+];row421_M+H[1+];row480_M-HCOOH+H[1+];row719_M(C13)+H[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E1131	row396;row786	row396_M+H[1+];row786_M+H2O+H[1+]	C00329	D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
E1134	row1454;row338;row600	row1454_M+H[1+];row338_M(C13)+H[1+];row600_M+Na[1+]	C05642;C04148	Formyl-N-acetyl-5-methoxykynurenamine$alpha-N-Phenylacetyl-L-glutamine
E1137	row1788	row1788_M+H[1+]	CE5665	leukoaminochrome
E1141	row1558;row337	row1558_M+H[1+];row337_M+Na[1+]	C02838	L-Octanoylcarnitine
E1142	row1705;row742;row865	row1705_M+H2O+H[1+];row742_M(C13)+H[1+];row865_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E1144	row1281;row1378;row666	row1281_M+H2O+H[1+];row1378_M-CO+H[1+];row666_M+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E1149	row1526	row1526_M+H[1+]	C05827	Methylimidazole acetaldehyde; 1-Methylimidazole-4-acetaldehyde; Methylimidazoleacetaldehyde
E1152	row1082;row1688;row1812	row1082_M-NH3+H[1+];row1688_M+H[1+];row1812_M(C13)+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E1153	row52	row52_M-H2O+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E1156	row1158;row1259	row1158_M-HCOOH+H[1+];row1259_M+Na[1+]	C00272	Tetrahydrobiopterin; 5,6,7,8-Tetrahydrobiopterin; 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone
E1159	row392	row392_M+Na[1+]	CE5920	
E1160	row384	row384_M-H2O+H[1+]	C05828	Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate
E1161	row57	row57_M-H2O+H[1+]	C01035	4-Guanidinobutanoate
E1162	row767	row767_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E1164	row1595	row1595_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E1166	row1820	row1820_M+H[1+]	C00328;C05647	L-Kynurenine; 3-Anthraniloyl-L-alanine$Formyl-5-hydroxykynurenamine
E1171	row1166;row1691;row1739;row219	row1166_M-CO2+H[1+];row1691_M-HCOOH+H[1+];row1739_M-CO+H[1+];row219_M+H[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol
E1172	row1890	row1890_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E1174	row1161;row1420;row560;row617;row766	row1161_M+H2O+H[1+];row1420_M-CO2+H[1+];row560_M-CO+H[1+];row617_M+H[1+];row766_M-C3H4O2+H[1+]	C04692	Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; 2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine; EF-2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; Elongation factor 2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine
E1185	row1905	row1905_M+H[1+]	CE6232;CE0955;CE5945	prostaglandin G1$$10,11-dihydro-20-dihydroxy-LTB4
E1187	row91	row91_M+H[1+]	C00318	L-Carnitine; L-gamma-Trimethyl-beta-hydroxybutyrobetaine; Vitamin BT; 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt; Levocarnitine; (R)-Carnitine
E1195	row17;row416	row17_M(C13)+H[1+];row416_M+H[1+]	C00486	Bilirubin
E1196	row1584;row1649;row1738;row1749	row1584_M(C13)+H[1+];row1649_M-CO2+H[1+];row1738_M+H[1+];row1749_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E1197	row1849	row1849_M+H[1+]	C01132	N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose
E1205	row1837	row1837_M+Na[1+]	C14790	
E1214	row433	row433_M+H[1+]	C00108	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate
E1219	row1788;row477	row1788_M-H2O+H[1+];row477_M+H2O+H[1+]	C00547;C00314	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol$Pyridoxine; Pyridoxol
E1223	row15	row15_M+Na[1+]	tetpent3crn;tetpent6crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E1226	row850	row850_M+H[1+]	C00881	Deoxycytidine; 2'-Deoxycytidine
E1230	row404;row405;row919	row404_M(C13)+H[1+];row405_M+H[1+];row919_M+Na[1+]	C00431;C00719;C00183	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate$L-Valine; 2-Amino-3-methylbutyric acid
E1231	row348	row348_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E1234	row1093;row480;row649	row1093_M-NH3+H[1+];row480_M-H4O2+H[1+];row649_M+H[1+]	C01035	4-Guanidinobutanoate
E1241	row308	row308_M-H2O+H[1+]	dmhptcrn	2,6 dimethylheptanoyl carnitine
E1252	row683	row683_M-H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E1261	row1809;row267;row717	row1809_M+H2O+H[1+];row267_M-CO+H[1+];row717_M+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E1265	row1444;row434;row651;row80;row969	row1444_M+H[1+];row434_M-CO2+H[1+];row651_M-CO+H[1+];row80_M-H2O+H[1+];row969_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E1267	row1800;row226	row1800_M+H[1+];row226_M-H2O+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E1274	row704	row704_M-H2O+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E1278	row525	row525_M-H2O+H[1+]	glac;C00072;C02670	D-glucurono-6,3-lactone$Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C$D-Glucuronolactone; Glucurone; Glucofuranurono-6,3-lactone; D-Glucurono-3,6-lactone; D-Glucurone
E1279	row1184	row1184_M+Na[1+]	CE1395	
E1280	row1114	row1114_M+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E1281	row1345	row1345_M-H2O+H[1+]	C00695	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid
E1285	row133;row166;row784	row133_M-NH3+H[1+];row166_M-HCOOH+H[1+];row784_M-H2O+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E1290	row1237;row1367;row1423;row1507	row1237_M(C13)+H[1+];row1367_M+H[1+];row1423_M-NH3+H[1+];row1507_M-HCOOH+H[1+]	C00082;CE2174	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine$
E1293	row1082;row121	row1082_M+H[1+];row121_M(C13)+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E1294	row450;row481;row488;row763	row450_M-H2O+H[1+];row481_M(C13)+H[1+];row488_M+H[1+];row763_M-NH3+H[1+]	C00077;C00515;C01602	L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E1296	row924	row924_M-H2O+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E1304	row705	row705_M+Na[1+]	CE5723	5'-carboxy-gama-chromanol
E1309	row1596;row76	row1596_M+H[1+];row76_M-H2O+H[1+]	C05543	3-Dehydroxycarnitine
E1314	row232	row232_M-H2O+H[1+]	C00780	3-(2-Aminoethyl)-1H-indol-5-ol; Serotonin; 5-Hydroxytryptamine; Enteramine
E1315	row1021;row1319	row1021_M[1+];row1319_M+H[1+]	C02642;C00152	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine$L-Asparagine; 2-Aminosuccinamic acid
E1323	row125;row669;row769	row125_M-HCOOH+H[1+];row669_M-CO+H[1+];row769_M+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E1330	row533	row533_M-H2O+H[1+]	CE5665	leukoaminochrome
E1333	row1711	row1711_M-H2O+H[1+]	C02045	
E1334	row1110;row1459;row178	row1110_M-CO+H[1+];row1459_M-CO2+H[1+];row178_M+H[1+]	C00785	Urocanate; Urocanic acid
E1338	row100;row371	row100_M+H[1+];row371_M+H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E1351	row1532	row1532_M-H2O+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E1353	row1535	row1535_M+Na[1+]	C11924	Perillic acid
E1354	row1687	row1687_M+Na[1+]	C02442;C03711	N-Methyltyramine$N-Methylphenylethanolamine
E1366	row125	row125_M-H2O+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E1368	row1810	row1810_M+H[1+]	C00037	Glycine; Aminoacetic acid; Gly
E1369	row1261;row905	row1261_M(C13)+H[1+];row905_M+H[1+]	C06427;C06426	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid
E1373	row1628	row1628_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E1376	row1275	row1275_M+Na[1+]	CE2152	
E1378	row1485	row1485_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E1383	row1576	row1576_M+H[1+]	C16622	N,N'-Diacetylhydrazine; Diacetylhydrazine
E1387	row302	row302_M+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E1393	row564	row564_M+H[1+]	C00486	Bilirubin
E1399	row1343;row1609;row1941;row200	row1343_M-H4O2+H[1+];row1609_M-HCOOH+H[1+];row1941_M-CO+H[1+];row200_M-H2O+H[1+]	CE5869	lysyl-proline
E1402	row728	row728_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E1406	row1809;row267;row717	row1809_M+H[1+];row267_M-HCOOH+H[1+];row717_M-H2O+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E1409	row1078	row1078_M+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E1412	row1350	row1350_M-H2O+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E1416	row1119	row1119_M-H2O+H[1+]	C02714	N-Acetylputrescine
E1421	row1383;row1419;row1874;row982	row1383_M+H[1+];row1419_M(C13)+H[1+];row1874_M+Na[1+];row982_M-NH3+H[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
E1429	row1023	row1023_M+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E1436	row1481;row190	row1481_M+H2O+H[1+];row190_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E1442	row905	row905_M+Na[1+]	C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid
E1443	row669;row866	row669_M+H[1+];row866_M-CO2+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E1445	row1038	row1038_M-H2O+H[1+]	C01026;C01205;C02356;C00334;C03284;C05145	N,N-Dimethylglycine; Dimethylglycine$(R)-3-Amino-2-methylpropanoate; D-3-Amino-isobutanoate$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid$L-3-Amino-isobutanoate; (S)-3-Amino-isobutyrate; L-3-Amino-isobutyrate; (S)-3-Amino-isobutanoate; (S)-3-Amino-2-methylpropanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate
E1446	row1272;row1516;row1607	row1272_M-NH3+H[1+];row1516_M+H2O+H[1+];row1607_M+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E1454	row1209;row1634;row492	row1209_M-HCOOH+H[1+];row1634_M-CO2+H[1+];row492_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E1459	row1498;row629	row1498_M+H[1+];row629_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine
E1462	row1464	row1464_M+Na[1+]	CE2061	
E1465	row1305;row493;row836	row1305_M+H[1+];row493_M-H2O+H[1+];row836_M+H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E1471	row852	row852_M+Na[1+]	C00645;C01132;C00140;C01074	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose$N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc
E1473	row100;row1354;row1911;row371;row80;row83	row100_M-HCOOH+H[1+];row1354_M-H2O+H[1+];row1911_M+H2O+H[1+];row371_M-CO+H[1+];row80_M-C3H4O2+H[1+];row83_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E1482	row1043	row1043_M+Na[1+]	dmhptcrn	2,6 dimethylheptanoyl carnitine
E1484	row1902;row463;row657	row1902_M+H[1+];row463_M-HCOOH+H[1+];row657_M-CO+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E1487	row1943	row1943_M-H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E1491	row980	row980_M+H[1+]	C05543	3-Dehydroxycarnitine
E1495	row1468	row1468_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E1498	row924	row924_M+H[1+]	C00450;C04092	2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate$delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate
E1504	row1199	row1199_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E1505	row1479;row1866;row528	row1479_M+H2O+H[1+];row1866_M-CO+H[1+];row528_M-H2O+H[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E1511	row1947	row1947_M+H[1+]	C05332;C02846	Phenethylamine; 2-Phenylethylamine; beta-Phenylethylamine; Phenylethylamine$N,N-Dimethylaniline; Dimethylaminobenzene; N,N-Dimethylbenzenamine
E1512	row993	row993_M+H[1+]	C03087	5-Acetamidopentanoate
E1514	row1007;row1378;row1492;row1732;row518	row1007_M+H[1+];row1378_M-CO2+H[1+];row1492_M-HCOOH+H[1+];row1732_M+H2O+H[1+];row518_M-CO+H[1+]	C11924	Perillic acid
E1517	row1456;row1727;row212	row1456_M-CO+H[1+];row1727_M+H[1+];row212_M-C3H4O2+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E1520	row1849	row1849_M-H2O+H[1+]	C00268;C04244;C02953	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin$6-Lactoyl-5,6,7,8-tetrahydropterin$7,8-Dihydrobiopterin
E1523	row1353	row1353_M+H[1+]	lnlccrn;lneldccrn	Linoleyl carnitine$Linoelaidyl carnitine
E1532	row399;row514;row855	row399_M+H[1+];row514_M-CO2+H[1+];row855_M-NH3+H[1+]	C02838	L-Octanoylcarnitine
E1534	row1676	row1676_M+H[1+]	CE1944	1-pyrroline
E1540	row1785	row1785_M+H[1+]	C12455	5-Aminopentanal
E1541	row1492;row1605;row1659;row286;row518	row1492_M-H4O2+H[1+];row1605_M-CO+H[1+];row1659_M-HCOOH+H[1+];row286_M+H[1+];row518_M-H2O+H[1+]	CE2006;CE6506	$
E1543	row166	row166_M-H2O+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E1554	row1735	row1735_M+H[1+]	C05522	Cytosine (in DNA)
E1560	row1510	row1510_M-H2O+H[1+]	C01035	4-Guanidinobutanoate
E1561	row1051	row1051_M+H[1+]	CE5277	aminochrome o-semiquinone
E1567	row116	row116_M-H2O+H[1+]	C00547;C00314	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol$Pyridoxine; Pyridoxol
