EID	massfeature_rows	str_row_ion	compounds	compound_names
E1144	row487	row487_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E1153	row225	row225_M+H[1+]	C00388	1H-Imidazole-4-ethanamine; Histamine; 2-(4-Imidazolyl)ethylamine
E1155	row594	row594_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E1156	row1290	row1290_M+Na[1+]	C05933	N-(omega)-Hydroxyarginine
E1162	row17;row1823;row255	row17_M+H[1+];row1823_M-HCOOH+H[1+];row255_M(C13)+H[1+]	C00763;CE4788;C00148	D-Proline$acetamidopropanal$L-Proline; 2-Pyrrolidinecarboxylic acid
E1170	row1350;row204;row394	row1350_M+H2O+H[1+];row204_M+H[1+];row394_M-H2O+H[1+]	C02505	2-Phenylacetamide
E1171	row1033;row1146;row1319;row341;row634	row1033_M+H[1+];row1146_M(C13)+H[1+];row1319_M+Na[1+];row341_M+K[1+];row634_M-CO+H[1+]	C00791	
E1175	row248	row248_M-H2O+H[1+]	C00547;C00314	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol$Pyridoxine; Pyridoxol
E1176	row268	row268_M+H[1+]	CE5665	leukoaminochrome
E1182	row908	row908_M-H2O+H[1+]	C01736;C05512	Nebularine; Purine riboside; N-D-Ribosylpurine$Deoxyinosine
E1184	row1339;row1678	row1339_M+H[1+];row1678_M-HCOOH+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E1188	row1089;row1203;row1592;row799	row1089_M-HCOOH+H[1+];row1203_M-CO+H[1+];row1592_M(C13)+H[1+];row799_M+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E1192	row1605;row290	row1605_M-CO2+H[1+];row290_M-H2O+H[1+]	CE2576	
E1203	row1637	row1637_M+H[1+]	C02229;C01888;C05665	3-Aminopropanal$Aminoacetone; 1-Amino-2-propanone$beta-Aminopropion aldehyde
E1204	row1535	row1535_M-H2O+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E1205	row128;row1769	row128_M+H[1+];row1769_M+H2O+H[1+]	C00547;C00314	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol$Pyridoxine; Pyridoxol
E1207	row1414;row910	row1414_M-H2O+H[1+];row910_M-CO+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E1209	row345	row345_M+H[1+]	C05827	Methylimidazole acetaldehyde; 1-Methylimidazole-4-acetaldehyde; Methylimidazoleacetaldehyde
E1210	row798	row798_M+H[1+]	C00155	L-Homocysteine; L-2-Amino-4-mercaptobutyric acid
E1213	row1818	row1818_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E1214	row1154;row1272	row1154_M+H[1+];row1272_M-H2O+H[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E1221	row1793	row1793_M+H[1+]	CE2577	
E1224	row181	row181_M-H2O+H[1+]	C00106	Uracil
E1225	row563	row563_M+H[1+]	C05588	L-Metanephrine
E1229	row1214	row1214_M+Na[1+]	C05650	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine
E1234	row780	row780_M+H[1+]	C05653;CE5538	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid$noradrenochrome
E1236	row549	row549_M+Na[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E1238	row1310	row1310_M-H2O+H[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E1239	row613;row702;row813	row613_M+H2O+H[1+];row702_M+H[1+];row813_M+K[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E1250	row1299;row362	row1299_M-H2O+H[1+];row362_M-CO+H[1+]	CE2615	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline
E1254	row1734;row175;row681;row852;row988	row1734_M+Na[1+];row175_M-H4O2+H[1+];row681_M-H2O+H[1+];row852_M[1+];row988_M+H[1+]	C02642;C00152	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine$L-Asparagine; 2-Aminosuccinamic acid
E1255	row1026;row322	row1026_M+H[1+];row322_M[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
E1256	row933	row933_M-H2O+H[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol
E1258	row1167;row204;row910	row1167_M-CO+H[1+];row204_M-CO2+H[1+];row910_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E1262	row1160;row1494	row1160_M-H2O+H[1+];row1494_M(C13)+H[1+]	C01026;C01205;C02356;C00334;C03284;C05145	N,N-Dimethylglycine; Dimethylglycine$(R)-3-Amino-2-methylpropanoate; D-3-Amino-isobutanoate$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid$L-3-Amino-isobutanoate; (S)-3-Amino-isobutyrate; L-3-Amino-isobutyrate; (S)-3-Amino-isobutanoate; (S)-3-Amino-2-methylpropanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate
E1263	row1344	row1344_M-H2O+H[1+]	C00077;C00515;C01602	L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E1269	row1263;row1358;row1412;row1559;row681	row1263_M+Na[1+];row1358_M(C13)+H[1+];row1412_M+H[1+];row1559_M-H2O+H[1+];row681_M-NH3+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E1270	row1045	row1045_M+Na[1+]	C00795;C13747;C00221;C00267;C07480;C00137;C00738;C00962;C00095;C00247;C01582;C00031;C00936;C00159;C02336;C00984;C00293;C00124	D-Tagatose; lyxo-Hexulose$1,7-Dimethylxanthine; Paraxanthine$beta-D-Glucose$alpha-D-Glucose$$myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I$D-Hexose$beta-D-Galactose$D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose$L-Sorbose; L-xylo-Hexulose$Galactose$D-Glucose; Grape sugar; Dextrose$$D-Mannose; Mannose; Seminose; Carubinose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Galactose$Glucose$D-Galactose
E1272	row1174;row1743;row1759;row827	row1174_M[1+];row1743_M(C13)+H[1+];row1759_M+Na[1+];row827_M-NH3+H[1+]	C00792;C00062	D-Arginine; D-2-Amino-5-guanidinovaleric acid$L-Arginine; (S)-2-Amino-5-guanidinovaleric acid
E1276	row438	row438_M+H[1+]	C03943	(2R,4S)-2,4-Diaminopentanoate; D-threo-2,4-Diaminopentanoate; 2,4-Diaminopentanoate
E1285	row1155;row1471;row1519;row1533;row820	row1155_M-HCOOH+H[1+];row1471_M-CO2+H[1+];row1519_M+Na[1+];row1533_M+H[1+];row820_M(C13)+H[1+]	C00763;CE4788;C00148	D-Proline$acetamidopropanal$L-Proline; 2-Pyrrolidinecarboxylic acid
E1286	row1163;row316	row1163_M-H4O2+H[1+];row316_M-H2O+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E1287	row1381	row1381_M+H[1+]	C14790	
E1291	row463	row463_M+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E1296	row1241;row137	row1241_M-H2O+H[1+];row137_M-C3H4O2+H[1+]	C05660	5-Methoxyindoleacetate
E1297	row1573;row972	row1573_M-H2O+H[1+];row972_M-HCOOH+H[1+]	CE2061	
E1300	row1303	row1303_M-H2O+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E1302	row1265;row1513;row393;row977	row1265_M-NH3+H[1+];row1513_M+H[1+];row393_M(C13)+H[1+];row977_M-HCOOH+H[1+]	C00082;CE2174	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine$
E1306	row1375	row1375_M-H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E1308	row411	row411_M+Na[1+]	CE2152	
E1310	row1265	row1265_M-H2O+H[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E1319	row1452	row1452_M+H[1+]	C04281;C04282;C02238;C01879	L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxo-L-proline$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
E1323	row629	row629_M-H2O+H[1+]	C02505	2-Phenylacetamide
E1329	row201;row763	row201_M[1+];row763_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E1335	row158;row381	row158_M+H[1+];row381_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E1336	row1024;row248	row1024_M+H[1+];row248_M-NH3+H[1+]	C00534	Pyridoxamine; PM
E1337	row1430;row148;row713;row743;row862	row1430_M-CO+H[1+];row148_M-HCOOH+H[1+];row713_M-C3H4O2+H[1+];row743_M-H2O+H[1+];row862_M-CO2+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E1340	row1293	row1293_M+H[1+]	C00037	Glycine; Aminoacetic acid; Gly
E1342	row1157;row1167;row711;row911	row1157_M+H[1+];row1167_M-H2O+H[1+];row711_M-CO+H[1+];row911_M+H2O+H[1+]	C00547;C00314	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol$Pyridoxine; Pyridoxol
E1343	row1379	row1379_M+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E1348	row1321	row1321_M+H[1+]	gudac;C00581	Guanidinoacetate$Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid
E1352	row1547;row624	row1547_M-CO2+H[1+];row624_M+H[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E1354	row1271	row1271_M-H2O+H[1+]	C03793	N6,N6,N6-Trimethyl-L-lysine
E1356	row493	row493_M-H2O+H[1+]	C00645;C01074;C00140	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc
E1358	row1779	row1779_M+H[1+]	C00147	Adenine; 6-Aminopurine
E1359	row1558	row1558_M+Na[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E1363	row290;row625	row290_M+H[1+];row625_M-CO2+H[1+]	CE2577	
E1366	row1099;row1452	row1099_M-C3H4O2+H[1+];row1452_M-H2O+H[1+]	C00217;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde
E1369	row1030	row1030_M+H[1+]	C05653;CE5538	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid$noradrenochrome
E1371	row1791	row1791_M+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E1378	row28	row28_M-H2O+H[1+]	CE5542;C16353	noradrenochrome o-semiquinone$
E1379	row150	row150_M+H[1+]	C02229;C01888;C05665	3-Aminopropanal$Aminoacetone; 1-Amino-2-propanone$beta-Aminopropion aldehyde
E1380	row116;row147	row116_M+H2O+H[1+];row147_M+H[1+]	C05653;CE5538	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid$noradrenochrome
E1384	row1822	row1822_M+H[1+]	C05827	Methylimidazole acetaldehyde; 1-Methylimidazole-4-acetaldehyde; Methylimidazoleacetaldehyde
E1390	row1414	row1414_M+H[1+]	C14802;C14800;C01717	1-Nitronaphthalene-7,8-oxide$1-Nitronaphthalene-5,6-oxide$4-Hydroxy-2-quinolinecarboxylic acid; Kynurenic acid; Kynurenate
E1392	row1483;row1723	row1483_M-HCOOH+H[1+];row1723_M+H[1+]	C16596;C05635	5-Phenyl-1,3-oxazinane-2,4-dione$5-Hydroxyindoleacetate
E1400	row1818	row1818_M-H2O+H[1+]	C00250	Pyridoxal
E1404	row928	row928_M+H[1+]	C10164;C00253	$Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid
E1406	row233;row52	row233_M[1+];row52_M+H[1+]	C00792;C00062	D-Arginine; D-2-Amino-5-guanidinovaleric acid$L-Arginine; (S)-2-Amino-5-guanidinovaleric acid
E1407	row960	row960_M+H[1+]	C00073	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
E1411	row1558	row1558_M+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E1412	row1350;row204	row1350_M+H2O+H[1+];row204_M+H[1+]	C02558	N-Acetylarylamine
E1416	row1372	row1372_M+H[1+]	C05522;C00380	Cytosine (in DNA)$Cytosine
E1418	row1123;row1671;row395;row508;row606	row1123_M-HCOOH+H[1+];row1671_M-CO+H[1+];row395_M+H[1+];row508_M-CO+H[1+];row606_M-HCOOH+H[1+]	C00082;CE2174	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine$
E1427	row626;row837	row626_M+H2O+H[1+];row837_M+H[1+]	C05827	Methylimidazole acetaldehyde; 1-Methylimidazole-4-acetaldehyde; Methylimidazoleacetaldehyde
E1430	row134;row44	row134_M+H[1+];row44_M+H2O+H[1+]	C00429;C02512	5,6-Dihydrouracil; 2,4(1H,3H)-Pyrimidinedione, dihydro-; Dihydrouracile; Dihydrouracil; 5,6-Dihydro-2,4-dihydroxypyrimidine; Hydrouracil$3-Cyano-L-alanine; L-3-Cyanoalanine; L-beta-Cyanoalanine
E1433	row1665;row362	row1665_M-C3H4O2+H[1+];row362_M-H2O+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E1440	row984	row984_M-H2O+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E1441	row1092	row1092_M+H[1+]	pcrn	propionyl-carnitine
E1446	row525	row525_M+Na[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E1448	row205	row205_M-H2O+H[1+]	C06102;C03465;C00233	Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate$4-Methyl-2-oxopentanoate; 2-Oxoisocaproate
E1451	row61	row61_M+Na[1+]	C05650	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine
E1453	row1257;row1387;row1455;row1714;row947	row1257_M+Na[1+];row1387_M+H2O+H[1+];row1455_M+H[1+];row1714_M-CO+H[1+];row947_M(C13)+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E1459	row1310	row1310_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E1460	row763	row763_M+Na[1+]	CE1395	
E1461	row1625	row1625_M+H[1+]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid
E1463	row211	row211_M-H2O+H[1+]	C01736;C05512	Nebularine; Purine riboside; N-D-Ribosylpurine$Deoxyinosine
E1465	row977	row977_M-H2O+H[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E1473	row175;row681;row988	row175_M-H2O+H[1+];row681_M+H[1+];row988_M+H2O+H[1+]	C00429;C02512	5,6-Dihydrouracil; 2,4(1H,3H)-Pyrimidinedione, dihydro-; Dihydrouracile; Dihydrouracil; 5,6-Dihydro-2,4-dihydroxypyrimidine; Hydrouracil$3-Cyano-L-alanine; L-3-Cyanoalanine; L-beta-Cyanoalanine
E1479	row1857	row1857_M-H2O+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E1481	row693	row693_M+H[1+]	C00213;C00133;C00041;C00099	Sarcosine; N-Methylglycine$D-Alanine; D-2-Aminopropionic acid; D-Ala$L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine$beta-Alanine; 3-Aminopropionic acid; 3-Aminopropanoate
E1488	row950	row950_M+Na[1+]	CE1395	
E1490	row1335;row309;row560;row602	row1335_M-H2O+H[1+];row309_M-CO+H[1+];row560_M+H[1+];row602_M+H2O+H[1+]	C05588	L-Metanephrine
E1493	row1274;row1476	row1274_M+H[1+];row1476_M+H2O+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E1494	row1235	row1235_M-H2O+H[1+]	C01736;C05512	Nebularine; Purine riboside; N-D-Ribosylpurine$Deoxyinosine
E1496	row1760	row1760_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E1497	row643	row643_M+Na[1+]	C05379	Oxalosuccinate; Oxalosuccinic acid
E1498	row1517	row1517_M-H2O+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E1499	row1718	row1718_M+H[1+]	C03087	5-Acetamidopentanoate
E1501	row1594	row1594_M+H[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E1507	row1857	row1857_M+H[1+]	C05653;CE5538	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid$noradrenochrome
E1510	row1517	row1517_M+H[1+]	C14802;C14800;C01717	1-Nitronaphthalene-7,8-oxide$1-Nitronaphthalene-5,6-oxide$4-Hydroxy-2-quinolinecarboxylic acid; Kynurenic acid; Kynurenate
E1520	row1363	row1363_M+Na[1+]	C06199	Hordenine; 4-[2-(Dimethylamino)ethyl]phenol
E1529	row1047;row1055;row1411;row1709;row1764;row823	row1047_M(C13)+H[1+];row1055_M-CO+H[1+];row1411_M+H[1+];row1709_M-HCOOH+H[1+];row1764_M+Na[1+];row823_M+H2O+H[1+]	C04281;C04282;C01879	L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
E1536	row1335;row560	row1335_M+H[1+];row560_M+H2O+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E1538	row1701;row992	row1701_M-CO+H[1+];row992_M+H[1+]	CE2615	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline
E1541	row1314;row150;row571;row915	row1314_M[1+];row150_M+2H[2+];row571_M-H2O+H[1+];row915_M-NH3+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E1544	row1436;row95	row1436_M+2H[2+];row95_M+Na[1+]	C02571	O-Acetylcarnitine; O-Acetyl-L-carnitine
E1546	row730	row730_M+H[1+]	C03793	N6,N6,N6-Trimethyl-L-lysine
E1552	row796;row967;row985	row796_M+H2O+H[1+];row967_M-H2O+H[1+];row985_M-CO+H[1+]	CE2576	
E1554	row84	row84_M+Na[1+]	C14787;C14786;C11713;C11714	(1S,2R)-Naphthalene 1,2-oxide; (1S,2R)-Naphthalene epoxide$(1R,2S)-Naphthalene 1,2-oxide; (1R,2S)-Naphthalene epoxide$beta-Naphthol; 2-Naphthol$
E1564	row10;row894	row10_M-CO+H[1+];row894_M+H[1+]	C00785	Urocanate; Urocanic acid
E1570	row482	row482_M+H[1+]	C09640;CE4890	(-)-Salsoline$N-methylsalsolinol
E1571	row824	row824_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E1573	row1656	row1656_M+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E1576	row264	row264_M-H2O+H[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E1577	row126;row335;row473;row551	row126_M+H[1+];row335_M-C3H4O2+H[1+];row473_M-NH3+H[1+];row551_M(C13)+H[1+]	pcrn	propionyl-carnitine
E1578	row1333;row748	row1333_M-CO+H[1+];row748_M+H[1+]	C03740	(5-L-Glutamyl)-L-amino acid; L-gamma-Glutamyl-L-amino acid
E1579	row1005	row1005_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E1581	row517	row517_M+H[1+]	C00795;C00221;C00267;C00137;C00738;C00962;C00095;C00247;C01582;C00031;C00936;C00159;C02336;C00984;C00293;C00124	D-Tagatose; lyxo-Hexulose$beta-D-Glucose$alpha-D-Glucose$myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I$D-Hexose$beta-D-Galactose$D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose$L-Sorbose; L-xylo-Hexulose$Galactose$D-Glucose; Grape sugar; Dextrose$$D-Mannose; Mannose; Seminose; Carubinose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Galactose$Glucose$D-Galactose
E1583	row1280;row57	row1280_M-CO2+H[1+];row57_M-H2O+H[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E1591	row388	row388_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E1597	row1738;row35	row1738_M+H[1+];row35_M[1+]	C01132	N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose
E1599	row1468;row868	row1468_M(C13)+H[1+];row868_M+H[1+]	C00153	Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP
E1604	row974	row974_M+H[1+]	C02714	N-Acetylputrescine
E1605	row628;row680	row628_M-HCOOH+H[1+];row680_M+H[1+]	C02727	N6-Acetyl-L-lysine
E1608	row1387;row1455;row45;row94	row1387_M-CO+H[1+];row1455_M-HCOOH+H[1+];row45_M+H[1+];row94_M-CO2+H[1+]	C00439	N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate
E1609	row1132;row1240	row1132_M-H2O+H[1+];row1240_M+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E1621	row95	row95_M+H[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E1622	row903	row903_M-H2O+H[1+]	C00547;C00314	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol$Pyridoxine; Pyridoxol
E1624	row1632;row655	row1632_M+H[1+];row655_M-NH3+H[1+]	C00398	Tryptamine; 3-(2-Aminoethyl)indole
E1631	row880	row880_M+H[1+]	C00785	Urocanate; Urocanic acid
E1638	row154;row1655;row1675;row1854;row24;row557;row609;row76;row769	row154_M-NH3+H[1+];row1655_M-C3H4O2+H[1+];row1675_M-H2O+H[1+];row1854_M+H[1+];row24_M-C3H4O2+H[1+];row557_M-H2O+H[1+];row609_M-NH3+H[1+];row76_M-CO2+H[1+];row769_M+H[1+]	pcrn	propionyl-carnitine
E1640	row29	row29_M+H[1+]	CE2577	
E1643	row1459;row186;row932	row1459_M-H2O+H[1+];row186_M+H[1+];row932_M-CO2+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E1644	row1350;row1772;row204;row394	row1350_M+H[1+];row1772_M+H2O+H[1+];row204_M-H2O+H[1+];row394_M-H4O2+H[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E1645	row1486;row1669;row1708;row219;row280;row883	row1486_M-C3H4O2+H[1+];row1669_M+H2O+H[1+];row1708_M-CO2+H[1+];row219_M+H[1+];row280_M-H2O+H[1+];row883_M-CO+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
